powermode_nn,infer_time_nn,bs_nn,interleaved_power_nn,power_budget,num_train_batches_nn,time_budget,arr_rate,powermode_random,infer_time_random,bs_random,interleaved_power_random,num_train_batches_random,flag,time_scaled,time_cond1,time_cond2
8_1651200_726750000_2133000000,21.710463523864743,1.0,28.186,28.0,10.0,3.0,1.0,4_1344000_522750000_3199000000,129.46988677978516,1.0,26.9,7.0,True,0.021710463523864743,1.0217104635238647,0.021710463523864743
8_1651200_726750000_2133000000,21.710463523864743,1.0,28.186,29.0,10.0,3.0,1.0,12_1958400_522750000_3199000000,129.303955078125,1.0,28.303,7.0,True,0.021710463523864743,1.0217104635238647,0.021710463523864743
4_1651200_726750000_3199000000,22.781519889831543,1.0,31.39,30.0,11.0,3.0,1.0,12_1036800_726750000_2133000000,103.5906867980957,1.0,29.0035,9.0,False,0.022781519889831542,1.0227815198898316,0.022781519889831542
4_1651200_726750000_3199000000,22.781519889831543,1.0,31.39,31.0,11.0,3.0,1.0,12_1036800_726750000_2133000000,103.5906867980957,1.0,29.0035,9.0,True,0.022781519889831542,1.0227815198898316,0.022781519889831542
4_1651200_726750000_3199000000,22.781519889831543,1.0,31.39,32.0,11.0,3.0,1.0,12_1036800_726750000_2133000000,103.5906867980957,1.0,29.0035,9.0,True,0.022781519889831542,1.0227815198898316,0.022781519889831542
4_1651200_726750000_3199000000,22.781519889831543,1.0,31.39,33.0,11.0,3.0,1.0,4_1651200_726750000_3199000000,98.0902214050293,1.0,32.201,10.0,True,0.022781519889831542,1.0227815198898316,0.022781519889831542
4_1651200_726750000_3199000000,22.781519889831543,1.0,31.39,34.0,11.0,3.0,1.0,4_1651200_726750000_3199000000,98.0902214050293,1.0,32.201,10.0,True,0.022781519889831542,1.0227815198898316,0.022781519889831542
12_2201600_726750000_3199000000,16.43723201751709,1.0,34.497,35.0,11.0,3.0,1.0,12_2201600_726750000_3199000000,95.03231811523438,1.0,34.757,10.0,True,0.01643723201751709,1.016437232017517,0.01643723201751709
12_2201600_726750000_3199000000,16.43723201751709,1.0,34.497,36.0,11.0,3.0,1.0,12_2201600_726750000_3199000000,95.03231811523438,1.0,34.757,10.0,True,0.01643723201751709,1.016437232017517,0.01643723201751709
12_2201600_726750000_3199000000,16.43723201751709,1.0,34.497,37.0,11.0,3.0,1.0,12_2201600_726750000_3199000000,95.03231811523438,1.0,34.757,10.0,True,0.01643723201751709,1.016437232017517,0.01643723201751709
8_1958400_930750000_3199000000,18.012432098388672,1.0,37.809,38.0,13.0,3.0,1.0,4_1958400_930750000_3199000000,80.02644729614258,1.0,37.654,12.0,True,0.01801243209838867,1.0180124320983888,0.01801243209838867
8_1958400_930750000_3199000000,18.012432098388672,1.0,37.809,39.0,13.0,3.0,1.0,4_1958400_930750000_3199000000,80.02644729614258,1.0,37.654,12.0,True,0.01801243209838867,1.0180124320983888,0.01801243209838867
8_1958400_930750000_3199000000,18.012432098388672,1.0,37.809,40.0,13.0,3.0,1.0,4_1958400_930750000_3199000000,80.02644729614258,1.0,37.654,12.0,True,0.01801243209838867,1.0180124320983888,0.01801243209838867
8_1958400_930750000_3199000000,18.012432098388672,1.0,37.809,41.0,13.0,3.0,1.0,8_1958400_930750000_3199000000,77.86249542236328,1.0,40.615,13.0,True,0.01801243209838867,1.0180124320983888,0.01801243209838867
8_1958400_930750000_3199000000,18.012432098388672,1.0,37.809,42.0,13.0,3.0,1.0,8_1958400_930750000_3199000000,77.86249542236328,1.0,40.615,13.0,True,0.01801243209838867,1.0180124320983888,0.01801243209838867
8_1958400_930750000_3199000000,18.012432098388672,1.0,37.809,43.0,13.0,3.0,1.0,8_1958400_930750000_3199000000,77.86249542236328,1.0,40.615,13.0,True,0.01801243209838867,1.0180124320983888,0.01801243209838867
8_1958400_930750000_3199000000,18.012432098388672,1.0,37.809,44.0,13.0,3.0,1.0,8_1958400_930750000_3199000000,77.86249542236328,1.0,40.615,13.0,True,0.01801243209838867,1.0180124320983888,0.01801243209838867
8_1958400_930750000_3199000000,18.012432098388672,1.0,37.809,45.0,13.0,3.0,1.0,8_1958400_930750000_3199000000,77.86249542236328,1.0,40.615,13.0,True,0.01801243209838867,1.0180124320983888,0.01801243209838867
8_1958400_930750000_3199000000,18.012432098388672,1.0,37.809,46.0,13.0,3.0,1.0,8_1958400_930750000_3199000000,77.86249542236328,1.0,40.615,13.0,True,0.01801243209838867,1.0180124320983888,0.01801243209838867
8_1958400_930750000_3199000000,18.012432098388672,1.0,37.809,47.0,13.0,3.0,1.0,8_1958400_930750000_3199000000,77.86249542236328,1.0,40.615,13.0,True,0.01801243209838867,1.0180124320983888,0.01801243209838867
8_1958400_930750000_3199000000,18.012432098388672,1.0,37.809,48.0,13.0,3.0,1.0,8_1958400_930750000_3199000000,77.86249542236328,1.0,40.615,13.0,True,0.01801243209838867,1.0180124320983888,0.01801243209838867
8_1958400_930750000_3199000000,18.012432098388672,1.0,37.809,49.0,13.0,3.0,1.0,8_1958400_930750000_3199000000,77.86249542236328,1.0,40.615,13.0,True,0.01801243209838867,1.0180124320983888,0.01801243209838867
8_1958400_930750000_3199000000,18.012432098388672,1.0,37.809,50.0,13.0,3.0,1.0,8_1958400_930750000_3199000000,77.86249542236328,1.0,40.615,13.0,True,0.01801243209838867,1.0180124320983888,0.01801243209838867
8_1958400_930750000_3199000000,18.012432098388672,1.0,37.809,51.0,13.0,3.0,1.0,8_1958400_930750000_3199000000,77.86249542236328,1.0,40.615,13.0,True,0.01801243209838867,1.0180124320983888,0.01801243209838867
8_1958400_930750000_3199000000,18.012432098388672,1.0,37.809,52.0,13.0,3.0,1.0,8_1958400_930750000_3199000000,77.86249542236328,1.0,40.615,13.0,True,0.01801243209838867,1.0180124320983888,0.01801243209838867
8_1958400_930750000_3199000000,18.012432098388672,1.0,37.809,53.0,13.0,3.0,1.0,8_1958400_930750000_3199000000,77.86249542236328,1.0,40.615,13.0,True,0.01801243209838867,1.0180124320983888,0.01801243209838867
8_1958400_930750000_3199000000,18.012432098388672,1.0,37.809,54.0,13.0,3.0,1.0,8_1958400_930750000_3199000000,77.86249542236328,1.0,40.615,13.0,True,0.01801243209838867,1.0180124320983888,0.01801243209838867
8_1958400_930750000_3199000000,18.012432098388672,1.0,37.809,55.0,13.0,3.0,1.0,8_1958400_930750000_3199000000,77.86249542236328,1.0,40.615,13.0,True,0.01801243209838867,1.0180124320983888,0.01801243209838867
8_1958400_930750000_3199000000,18.012432098388672,1.0,37.809,56.0,13.0,3.0,1.0,8_1958400_930750000_3199000000,77.86249542236328,1.0,40.615,13.0,True,0.01801243209838867,1.0180124320983888,0.01801243209838867
8_1958400_930750000_3199000000,18.012432098388672,1.0,37.809,57.0,13.0,3.0,1.0,8_1958400_930750000_3199000000,77.86249542236328,1.0,40.615,13.0,True,0.01801243209838867,1.0180124320983888,0.01801243209838867
8_1958400_930750000_3199000000,18.012432098388672,1.0,37.809,58.0,13.0,3.0,1.0,8_1958400_930750000_3199000000,77.86249542236328,1.0,40.615,13.0,True,0.01801243209838867,1.0180124320983888,0.01801243209838867
8_1958400_930750000_3199000000,18.012432098388672,1.0,37.809,59.0,13.0,3.0,1.0,8_1958400_930750000_3199000000,77.86249542236328,1.0,40.615,13.0,True,0.01801243209838867,1.0180124320983888,0.01801243209838867
8_1958400_930750000_3199000000,18.012432098388672,1.0,37.809,60.0,13.0,3.0,1.0,8_1958400_930750000_3199000000,77.86249542236328,1.0,40.615,13.0,True,0.01801243209838867,1.0180124320983888,0.01801243209838867
12_1651200_114750000_665600000,51.187007904052734,1.0,15.754,16.0,2.0,3.5,1.0,12_1651200_114750000_665600000,554.6401062011719,1.0,15.754,0.0,True,0.051187007904052735,1.0511870079040528,0.051187007904052735
12_1651200_114750000_665600000,51.187007904052734,1.0,15.754,17.0,2.0,3.5,1.0,12_1651200_114750000_665600000,554.6401062011719,1.0,15.754,0.0,True,0.051187007904052735,1.0511870079040528,0.051187007904052735
4_1651200_318750000_665600000,27.36411190032959,1.0,18.263,18.0,4.0,3.5,1.0,12_1036800_114750000_3199000000,548.587646484375,1.0,17.37,0.0,True,0.02736411190032959,1.0273641119003296,0.02736411190032959
4_1651200_318750000_665600000,27.36411190032959,1.0,18.263,19.0,4.0,3.5,1.0,4_1651200_318750000_665600000,261.2362823486328,1.0,18.775,3.0,True,0.02736411190032959,1.0273641119003296,0.02736411190032959
4_1651200_318750000_665600000,27.36411190032959,1.0,18.263,20.0,4.0,3.5,1.0,4_1344000_522750000_665600000,238.12332916259768,1.0,19.477,3.0,True,0.02736411190032959,1.0273641119003296,0.02736411190032959
4_1651200_726750000_665600000,27.35188770294189,1.0,20.575,21.0,4.0,3.5,1.0,4_1651200_726750000_665600000,229.46017456054688,1.0,20.583,3.0,True,0.02735188770294189,1.027351887702942,0.02735188770294189
4_729600_726750000_2133000000,42.69966506958008,1.0,21.062,22.0,5.0,3.5,1.0,8_1958400_726750000_665600000,229.00479888916016,1.0,21.478,3.0,True,0.042699665069580076,1.0426996650695801,0.042699665069580076
12_2201600_318750000_2133000000,20.58854389190674,1.0,23.0845,23.0,5.0,3.5,1.0,12_1958400_318750000_2133000000,202.1840667724609,1.0,22.087,4.0,True,0.020588543891906737,1.0205885438919067,0.020588543891906737
12_1036800_726750000_2133000000,31.342304229736328,1.0,28.095,24.0,9.0,3.5,1.0,8_729600_522750000_2133000000,149.07259368896484,1.0,23.988,7.0,False,0.03134230422973633,1.0313423042297363,0.03134230422973633
8_1651200_726750000_2133000000,21.710463523864743,1.0,28.186,25.0,10.0,3.5,1.0,8_729600_522750000_2133000000,149.07259368896484,1.0,23.988,7.0,False,0.021710463523864743,1.0217104635238647,0.021710463523864743
8_1651200_726750000_2133000000,21.710463523864743,1.0,28.186,26.0,10.0,3.5,1.0,8_1651200_522750000_2133000000,134.848876953125,1.0,25.143,7.0,False,0.021710463523864743,1.0217104635238647,0.021710463523864743
8_1651200_726750000_2133000000,21.710463523864743,1.0,28.186,27.0,10.0,3.5,1.0,4_1344000_522750000_3199000000,129.46988677978516,1.0,26.9,7.0,False,0.021710463523864743,1.0217104635238647,0.021710463523864743
8_1651200_726750000_2133000000,21.710463523864743,1.0,28.186,28.0,10.0,3.5,1.0,4_1344000_522750000_3199000000,129.46988677978516,1.0,26.9,7.0,True,0.021710463523864743,1.0217104635238647,0.021710463523864743
8_1651200_726750000_2133000000,21.710463523864743,1.0,28.186,29.0,10.0,3.5,1.0,12_1958400_522750000_3199000000,129.303955078125,1.0,28.303,7.0,True,0.021710463523864743,1.0217104635238647,0.021710463523864743
4_1651200_726750000_3199000000,22.781519889831543,1.0,31.39,30.0,11.0,3.5,1.0,12_1036800_726750000_2133000000,103.5906867980957,1.0,29.0035,9.0,False,0.022781519889831542,1.0227815198898316,0.022781519889831542
4_1651200_726750000_3199000000,22.781519889831543,1.0,31.39,31.0,11.0,3.5,1.0,12_1036800_726750000_2133000000,103.5906867980957,1.0,29.0035,9.0,True,0.022781519889831542,1.0227815198898316,0.022781519889831542
4_1651200_726750000_3199000000,22.781519889831543,1.0,31.39,32.0,11.0,3.5,1.0,12_1036800_726750000_2133000000,103.5906867980957,1.0,29.0035,9.0,True,0.022781519889831542,1.0227815198898316,0.022781519889831542
4_1651200_726750000_3199000000,22.781519889831543,1.0,31.39,33.0,11.0,3.5,1.0,4_1651200_726750000_3199000000,98.0902214050293,1.0,32.201,10.0,True,0.022781519889831542,1.0227815198898316,0.022781519889831542
4_1651200_726750000_3199000000,22.781519889831543,1.0,31.39,34.0,11.0,3.5,1.0,4_1651200_726750000_3199000000,98.0902214050293,1.0,32.201,10.0,True,0.022781519889831542,1.0227815198898316,0.022781519889831542
12_2201600_726750000_3199000000,16.43723201751709,1.0,34.497,35.0,11.0,3.5,1.0,12_2201600_726750000_3199000000,95.03231811523438,1.0,34.757,10.0,True,0.01643723201751709,1.016437232017517,0.01643723201751709
12_2201600_726750000_3199000000,16.43723201751709,1.0,34.497,36.0,11.0,3.5,1.0,12_2201600_726750000_3199000000,95.03231811523438,1.0,34.757,10.0,True,0.01643723201751709,1.016437232017517,0.01643723201751709
12_2201600_726750000_3199000000,16.43723201751709,1.0,34.497,37.0,11.0,3.5,1.0,12_2201600_726750000_3199000000,95.03231811523438,1.0,34.757,10.0,True,0.01643723201751709,1.016437232017517,0.01643723201751709
8_1958400_930750000_3199000000,18.012432098388672,1.0,37.809,38.0,13.0,3.5,1.0,4_1958400_930750000_3199000000,80.02644729614258,1.0,37.654,12.0,True,0.01801243209838867,1.0180124320983888,0.01801243209838867
8_1958400_930750000_3199000000,18.012432098388672,1.0,37.809,39.0,13.0,3.5,1.0,4_1958400_930750000_3199000000,80.02644729614258,1.0,37.654,12.0,True,0.01801243209838867,1.0180124320983888,0.01801243209838867
8_1958400_930750000_3199000000,18.012432098388672,1.0,37.809,40.0,13.0,3.5,1.0,4_1958400_930750000_3199000000,80.02644729614258,1.0,37.654,12.0,True,0.01801243209838867,1.0180124320983888,0.01801243209838867
8_1958400_930750000_3199000000,18.012432098388672,1.0,37.809,41.0,13.0,3.5,1.0,8_1958400_930750000_3199000000,77.86249542236328,1.0,40.615,13.0,True,0.01801243209838867,1.0180124320983888,0.01801243209838867
8_1958400_930750000_3199000000,18.012432098388672,1.0,37.809,42.0,13.0,3.5,1.0,8_1958400_930750000_3199000000,77.86249542236328,1.0,40.615,13.0,True,0.01801243209838867,1.0180124320983888,0.01801243209838867
8_1958400_930750000_3199000000,18.012432098388672,1.0,37.809,43.0,13.0,3.5,1.0,8_1958400_930750000_3199000000,77.86249542236328,1.0,40.615,13.0,True,0.01801243209838867,1.0180124320983888,0.01801243209838867
8_1958400_930750000_3199000000,18.012432098388672,1.0,37.809,44.0,13.0,3.5,1.0,8_1958400_930750000_3199000000,77.86249542236328,1.0,40.615,13.0,True,0.01801243209838867,1.0180124320983888,0.01801243209838867
8_1958400_930750000_3199000000,18.012432098388672,1.0,37.809,45.0,13.0,3.5,1.0,8_1958400_930750000_3199000000,77.86249542236328,1.0,40.615,13.0,True,0.01801243209838867,1.0180124320983888,0.01801243209838867
8_1958400_930750000_3199000000,18.012432098388672,1.0,37.809,46.0,13.0,3.5,1.0,8_1958400_930750000_3199000000,77.86249542236328,1.0,40.615,13.0,True,0.01801243209838867,1.0180124320983888,0.01801243209838867
8_1958400_930750000_3199000000,18.012432098388672,1.0,37.809,47.0,13.0,3.5,1.0,8_1958400_930750000_3199000000,77.86249542236328,1.0,40.615,13.0,True,0.01801243209838867,1.0180124320983888,0.01801243209838867
8_1958400_930750000_3199000000,18.012432098388672,1.0,37.809,48.0,13.0,3.5,1.0,8_1958400_930750000_3199000000,77.86249542236328,1.0,40.615,13.0,True,0.01801243209838867,1.0180124320983888,0.01801243209838867
8_1958400_930750000_3199000000,18.012432098388672,1.0,37.809,49.0,13.0,3.5,1.0,8_1958400_930750000_3199000000,77.86249542236328,1.0,40.615,13.0,True,0.01801243209838867,1.0180124320983888,0.01801243209838867
8_1958400_930750000_3199000000,18.012432098388672,1.0,37.809,50.0,13.0,3.5,1.0,8_1958400_930750000_3199000000,77.86249542236328,1.0,40.615,13.0,True,0.01801243209838867,1.0180124320983888,0.01801243209838867
8_1958400_930750000_3199000000,18.012432098388672,1.0,37.809,51.0,13.0,3.5,1.0,8_1958400_930750000_3199000000,77.86249542236328,1.0,40.615,13.0,True,0.01801243209838867,1.0180124320983888,0.01801243209838867
8_1958400_930750000_3199000000,18.012432098388672,1.0,37.809,52.0,13.0,3.5,1.0,8_1958400_930750000_3199000000,77.86249542236328,1.0,40.615,13.0,True,0.01801243209838867,1.0180124320983888,0.01801243209838867
8_1958400_930750000_3199000000,18.012432098388672,1.0,37.809,53.0,13.0,3.5,1.0,8_1958400_930750000_3199000000,77.86249542236328,1.0,40.615,13.0,True,0.01801243209838867,1.0180124320983888,0.01801243209838867
8_1958400_930750000_3199000000,18.012432098388672,1.0,37.809,54.0,13.0,3.5,1.0,8_1958400_930750000_3199000000,77.86249542236328,1.0,40.615,13.0,True,0.01801243209838867,1.0180124320983888,0.01801243209838867
8_1958400_930750000_3199000000,18.012432098388672,1.0,37.809,55.0,13.0,3.5,1.0,8_1958400_930750000_3199000000,77.86249542236328,1.0,40.615,13.0,True,0.01801243209838867,1.0180124320983888,0.01801243209838867
8_1958400_930750000_3199000000,18.012432098388672,1.0,37.809,56.0,13.0,3.5,1.0,8_1958400_930750000_3199000000,77.86249542236328,1.0,40.615,13.0,True,0.01801243209838867,1.0180124320983888,0.01801243209838867
8_1958400_930750000_3199000000,18.012432098388672,1.0,37.809,57.0,13.0,3.5,1.0,8_1958400_930750000_3199000000,77.86249542236328,1.0,40.615,13.0,True,0.01801243209838867,1.0180124320983888,0.01801243209838867
8_1958400_930750000_3199000000,18.012432098388672,1.0,37.809,58.0,13.0,3.5,1.0,8_1958400_930750000_3199000000,77.86249542236328,1.0,40.615,13.0,True,0.01801243209838867,1.0180124320983888,0.01801243209838867
8_1958400_930750000_3199000000,18.012432098388672,1.0,37.809,59.0,13.0,3.5,1.0,8_1958400_930750000_3199000000,77.86249542236328,1.0,40.615,13.0,True,0.01801243209838867,1.0180124320983888,0.01801243209838867
8_1958400_930750000_3199000000,18.012432098388672,1.0,37.809,60.0,13.0,3.5,1.0,8_1958400_930750000_3199000000,77.86249542236328,1.0,40.615,13.0,True,0.01801243209838867,1.0180124320983888,0.01801243209838867
12_1651200_114750000_665600000,51.187007904052734,1.0,15.754,16.0,2.0,4.0,1.0,12_1651200_114750000_665600000,554.6401062011719,1.0,15.754,0.0,True,0.051187007904052735,1.0511870079040528,0.051187007904052735
12_1651200_114750000_665600000,51.187007904052734,1.0,15.754,17.0,2.0,4.0,1.0,12_1651200_114750000_665600000,554.6401062011719,1.0,15.754,0.0,True,0.051187007904052735,1.0511870079040528,0.051187007904052735
4_1651200_318750000_665600000,27.36411190032959,1.0,18.263,18.0,4.0,4.0,1.0,12_1036800_114750000_3199000000,548.587646484375,1.0,17.37,0.0,True,0.02736411190032959,1.0273641119003296,0.02736411190032959
4_1651200_318750000_665600000,27.36411190032959,1.0,18.263,19.0,4.0,4.0,1.0,4_1651200_318750000_665600000,261.2362823486328,1.0,18.775,3.0,True,0.02736411190032959,1.0273641119003296,0.02736411190032959
4_1651200_318750000_665600000,27.36411190032959,1.0,18.263,20.0,4.0,4.0,1.0,4_1344000_522750000_665600000,238.12332916259768,1.0,19.477,3.0,True,0.02736411190032959,1.0273641119003296,0.02736411190032959
4_1651200_726750000_665600000,27.35188770294189,1.0,20.575,21.0,4.0,4.0,1.0,4_1651200_726750000_665600000,229.46017456054688,1.0,20.583,3.0,True,0.02735188770294189,1.027351887702942,0.02735188770294189
4_729600_726750000_2133000000,42.69966506958008,1.0,21.062,22.0,5.0,4.0,1.0,8_1958400_726750000_665600000,229.00479888916016,1.0,21.478,3.0,True,0.042699665069580076,1.0426996650695801,0.042699665069580076
12_2201600_318750000_2133000000,20.58854389190674,1.0,23.0845,23.0,5.0,4.0,1.0,12_1958400_318750000_2133000000,202.1840667724609,1.0,22.087,4.0,True,0.020588543891906737,1.0205885438919067,0.020588543891906737
12_1036800_726750000_2133000000,31.342304229736328,1.0,28.095,24.0,9.0,4.0,1.0,8_729600_522750000_2133000000,149.07259368896484,1.0,23.988,7.0,False,0.03134230422973633,1.0313423042297363,0.03134230422973633
8_1651200_726750000_2133000000,21.710463523864743,1.0,28.186,25.0,10.0,4.0,1.0,8_729600_522750000_2133000000,149.07259368896484,1.0,23.988,7.0,False,0.021710463523864743,1.0217104635238647,0.021710463523864743
8_1651200_726750000_2133000000,21.710463523864743,1.0,28.186,26.0,10.0,4.0,1.0,8_1651200_522750000_2133000000,134.848876953125,1.0,25.143,7.0,False,0.021710463523864743,1.0217104635238647,0.021710463523864743
8_1651200_726750000_2133000000,21.710463523864743,1.0,28.186,27.0,10.0,4.0,1.0,4_1344000_522750000_3199000000,129.46988677978516,1.0,26.9,7.0,False,0.021710463523864743,1.0217104635238647,0.021710463523864743
8_1651200_726750000_2133000000,21.710463523864743,1.0,28.186,28.0,10.0,4.0,1.0,4_1344000_522750000_3199000000,129.46988677978516,1.0,26.9,7.0,True,0.021710463523864743,1.0217104635238647,0.021710463523864743
8_1651200_726750000_2133000000,21.710463523864743,1.0,28.186,29.0,10.0,4.0,1.0,12_1958400_522750000_3199000000,129.303955078125,1.0,28.303,7.0,True,0.021710463523864743,1.0217104635238647,0.021710463523864743
4_1651200_726750000_3199000000,22.781519889831543,1.0,31.39,30.0,11.0,4.0,1.0,12_1036800_726750000_2133000000,103.5906867980957,1.0,29.0035,9.0,False,0.022781519889831542,1.0227815198898316,0.022781519889831542
4_1651200_726750000_3199000000,22.781519889831543,1.0,31.39,31.0,11.0,4.0,1.0,12_1036800_726750000_2133000000,103.5906867980957,1.0,29.0035,9.0,True,0.022781519889831542,1.0227815198898316,0.022781519889831542
4_1651200_726750000_3199000000,22.781519889831543,1.0,31.39,32.0,11.0,4.0,1.0,12_1036800_726750000_2133000000,103.5906867980957,1.0,29.0035,9.0,True,0.022781519889831542,1.0227815198898316,0.022781519889831542
4_1651200_726750000_3199000000,22.781519889831543,1.0,31.39,33.0,11.0,4.0,1.0,4_1651200_726750000_3199000000,98.0902214050293,1.0,32.201,10.0,True,0.022781519889831542,1.0227815198898316,0.022781519889831542
4_1651200_726750000_3199000000,22.781519889831543,1.0,31.39,34.0,11.0,4.0,1.0,4_1651200_726750000_3199000000,98.0902214050293,1.0,32.201,10.0,True,0.022781519889831542,1.0227815198898316,0.022781519889831542
12_2201600_726750000_3199000000,16.43723201751709,1.0,34.497,35.0,11.0,4.0,1.0,12_2201600_726750000_3199000000,95.03231811523438,1.0,34.757,10.0,True,0.01643723201751709,1.016437232017517,0.01643723201751709
12_2201600_726750000_3199000000,16.43723201751709,1.0,34.497,36.0,11.0,4.0,1.0,12_2201600_726750000_3199000000,95.03231811523438,1.0,34.757,10.0,True,0.01643723201751709,1.016437232017517,0.01643723201751709
12_2201600_726750000_3199000000,16.43723201751709,1.0,34.497,37.0,11.0,4.0,1.0,12_2201600_726750000_3199000000,95.03231811523438,1.0,34.757,10.0,True,0.01643723201751709,1.016437232017517,0.01643723201751709
8_1958400_930750000_3199000000,18.012432098388672,1.0,37.809,38.0,13.0,4.0,1.0,4_1958400_930750000_3199000000,80.02644729614258,1.0,37.654,12.0,True,0.01801243209838867,1.0180124320983888,0.01801243209838867
8_1958400_930750000_3199000000,18.012432098388672,1.0,37.809,39.0,13.0,4.0,1.0,4_1958400_930750000_3199000000,80.02644729614258,1.0,37.654,12.0,True,0.01801243209838867,1.0180124320983888,0.01801243209838867
8_1958400_930750000_3199000000,18.012432098388672,1.0,37.809,40.0,13.0,4.0,1.0,4_1958400_930750000_3199000000,80.02644729614258,1.0,37.654,12.0,True,0.01801243209838867,1.0180124320983888,0.01801243209838867
8_1958400_930750000_3199000000,18.012432098388672,1.0,37.809,41.0,13.0,4.0,1.0,8_1958400_930750000_3199000000,77.86249542236328,1.0,40.615,13.0,True,0.01801243209838867,1.0180124320983888,0.01801243209838867
8_1958400_930750000_3199000000,18.012432098388672,1.0,37.809,42.0,13.0,4.0,1.0,8_1958400_930750000_3199000000,77.86249542236328,1.0,40.615,13.0,True,0.01801243209838867,1.0180124320983888,0.01801243209838867
8_1958400_930750000_3199000000,18.012432098388672,1.0,37.809,43.0,13.0,4.0,1.0,8_1958400_930750000_3199000000,77.86249542236328,1.0,40.615,13.0,True,0.01801243209838867,1.0180124320983888,0.01801243209838867
8_1958400_930750000_3199000000,18.012432098388672,1.0,37.809,44.0,13.0,4.0,1.0,8_1958400_930750000_3199000000,77.86249542236328,1.0,40.615,13.0,True,0.01801243209838867,1.0180124320983888,0.01801243209838867
8_1958400_930750000_3199000000,18.012432098388672,1.0,37.809,45.0,13.0,4.0,1.0,8_1958400_930750000_3199000000,77.86249542236328,1.0,40.615,13.0,True,0.01801243209838867,1.0180124320983888,0.01801243209838867
8_1958400_930750000_3199000000,18.012432098388672,1.0,37.809,46.0,13.0,4.0,1.0,8_1958400_930750000_3199000000,77.86249542236328,1.0,40.615,13.0,True,0.01801243209838867,1.0180124320983888,0.01801243209838867
8_1958400_930750000_3199000000,18.012432098388672,1.0,37.809,47.0,13.0,4.0,1.0,8_1958400_930750000_3199000000,77.86249542236328,1.0,40.615,13.0,True,0.01801243209838867,1.0180124320983888,0.01801243209838867
8_1958400_930750000_3199000000,18.012432098388672,1.0,37.809,48.0,13.0,4.0,1.0,8_1958400_930750000_3199000000,77.86249542236328,1.0,40.615,13.0,True,0.01801243209838867,1.0180124320983888,0.01801243209838867
8_1958400_930750000_3199000000,18.012432098388672,1.0,37.809,49.0,13.0,4.0,1.0,8_1958400_930750000_3199000000,77.86249542236328,1.0,40.615,13.0,True,0.01801243209838867,1.0180124320983888,0.01801243209838867
8_1958400_930750000_3199000000,18.012432098388672,1.0,37.809,50.0,13.0,4.0,1.0,8_1958400_930750000_3199000000,77.86249542236328,1.0,40.615,13.0,True,0.01801243209838867,1.0180124320983888,0.01801243209838867
8_1958400_930750000_3199000000,18.012432098388672,1.0,37.809,51.0,13.0,4.0,1.0,8_1958400_930750000_3199000000,77.86249542236328,1.0,40.615,13.0,True,0.01801243209838867,1.0180124320983888,0.01801243209838867
