powermode_nn,infer_time_nn,bs_nn,interleaved_power_nn,power_budget,num_train_batches_nn,time_budget,arr_rate,powermode_random,infer_time_random,bs_random,interleaved_power_random,num_train_batches_random,flag,time_scaled,time_cond1,time_cond2
12_1958400_522750000_3199000000,52.76372909545898,16.0,26.898,27.0,2.0,0.8,30.0,8_1651200_726750000_2133000000,46.47476768493652,16.0,25.174,3.0,True,0.052763729095458976,0.5860970624287923,1.5829118728637692
12_1958400_522750000_3199000000,52.76372909545898,16.0,26.898,28.0,2.0,0.8,30.0,8_1651200_726750000_2133000000,46.47476768493652,16.0,25.174,3.0,True,0.052763729095458976,0.5860970624287923,1.5829118728637692
12_2201600_522750000_3199000000,51.19558525085449,16.0,29.008,29.0,2.0,0.8,30.0,8_1651200_726750000_2133000000,46.47476768493652,16.0,25.174,3.0,True,0.05119558525085449,0.5845289185841878,1.5358675575256346
12_2201600_522750000_3199000000,51.19558525085449,16.0,29.008,30.0,2.0,0.8,30.0,8_1651200_726750000_2133000000,46.47476768493652,16.0,25.174,3.0,True,0.05119558525085449,0.5845289185841878,1.5358675575256346
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,31.0,3.0,0.8,30.0,12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,3.0,True,0.04010158348083496,0.5734349168141682,1.2030475044250488
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,32.0,3.0,0.8,30.0,12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,3.0,True,0.04010158348083496,0.5734349168141682,1.2030475044250488
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,33.0,3.0,0.8,30.0,4_1958400_930750000_3199000000,59.738576889038086,16.0,32.391,4.0,True,0.04010158348083496,0.5734349168141682,1.2030475044250488
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,34.0,3.0,0.8,30.0,8_1958400_930750000_3199000000,33.303823471069336,16.0,33.394,4.0,True,0.04010158348083496,0.5734349168141682,1.2030475044250488
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,35.0,3.0,0.8,30.0,8_1958400_930750000_3199000000,33.303823471069336,16.0,33.394,4.0,True,0.04010158348083496,0.5734349168141682,1.2030475044250488
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,36.0,3.0,0.8,30.0,8_1958400_930750000_3199000000,33.303823471069336,16.0,33.394,4.0,True,0.04010158348083496,0.5734349168141682,1.2030475044250488
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,37.0,3.0,0.8,30.0,8_1958400_930750000_3199000000,33.303823471069336,16.0,33.394,4.0,True,0.04010158348083496,0.5734349168141682,1.2030475044250488
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,38.0,3.0,0.8,30.0,8_1958400_930750000_3199000000,33.303823471069336,16.0,33.394,4.0,True,0.04010158348083496,0.5734349168141682,1.2030475044250488
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,39.0,3.0,0.8,30.0,8_1958400_930750000_3199000000,33.303823471069336,16.0,33.394,4.0,True,0.04010158348083496,0.5734349168141682,1.2030475044250488
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,40.0,3.0,0.8,30.0,8_1958400_930750000_3199000000,33.303823471069336,16.0,33.394,4.0,True,0.04010158348083496,0.5734349168141682,1.2030475044250488
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,41.0,3.0,0.8,30.0,8_1958400_930750000_3199000000,33.303823471069336,16.0,33.394,4.0,True,0.04010158348083496,0.5734349168141682,1.2030475044250488
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,42.0,3.0,0.8,30.0,8_1958400_930750000_3199000000,33.303823471069336,16.0,33.394,4.0,True,0.04010158348083496,0.5734349168141682,1.2030475044250488
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,43.0,3.0,0.8,30.0,8_1958400_930750000_3199000000,33.303823471069336,16.0,33.394,4.0,True,0.04010158348083496,0.5734349168141682,1.2030475044250488
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,44.0,3.0,0.8,30.0,8_1958400_930750000_3199000000,33.303823471069336,16.0,33.394,4.0,True,0.04010158348083496,0.5734349168141682,1.2030475044250488
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,45.0,3.0,0.8,30.0,8_1958400_930750000_3199000000,33.303823471069336,16.0,33.394,4.0,True,0.04010158348083496,0.5734349168141682,1.2030475044250488
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,46.0,3.0,0.8,30.0,8_1958400_930750000_3199000000,33.303823471069336,16.0,33.394,4.0,True,0.04010158348083496,0.5734349168141682,1.2030475044250488
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,47.0,3.0,0.8,30.0,8_1958400_930750000_3199000000,33.303823471069336,16.0,33.394,4.0,True,0.04010158348083496,0.5734349168141682,1.2030475044250488
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,48.0,3.0,0.8,30.0,8_1958400_930750000_3199000000,33.303823471069336,16.0,33.394,4.0,True,0.04010158348083496,0.5734349168141682,1.2030475044250488
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,49.0,3.0,0.8,30.0,8_1958400_930750000_3199000000,33.303823471069336,16.0,33.394,4.0,True,0.04010158348083496,0.5734349168141682,1.2030475044250488
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,50.0,3.0,0.8,30.0,8_1958400_930750000_3199000000,33.303823471069336,16.0,33.394,4.0,True,0.04010158348083496,0.5734349168141682,1.2030475044250488
,,,,10.0,,0.9,30.0,,,,,,True,,,
,,,,11.0,,0.9,30.0,,,,,,True,,,
,,,,12.0,,0.9,30.0,,,,,,True,,,
,,,,13.0,,0.9,30.0,,,,,,True,,,
,,,,14.0,,0.9,30.0,,,,,,True,,,
,,,,15.0,,0.9,30.0,4_1036800_114750000_665600000,72.50836944580078,4.0,14.451,0.0,True,,,
12_1651200_114750000_665600000,69.83606338500977,4.0,15.252,16.0,0.0,0.9,30.0,12_1651200_114750000_665600000,28.95889568328857,1.0,15.252,0.0,True,0.06983606338500976,0.2031693967183431,2.095081901550293
4_1651200_318750000_665600000,39.49179267883301,4.0,17.46,17.0,0.0,0.9,30.0,8_729600_318750000_665600000,119.2564811706543,16.0,16.968,1.0,True,0.03949179267883301,0.17282512601216635,1.1847537803649903
4_1344000_522750000_665600000,120.72611236572266,16.0,18.162,18.0,1.0,0.9,30.0,4_1651200_318750000_665600000,115.1471824645996,16.0,17.47,1.0,True,0.12072611236572266,0.6540594456990559,3.62178337097168
12_1036800_522750000_665600000,103.33187103271484,16.0,18.175,19.0,1.0,0.9,30.0,12_1036800_522750000_665600000,103.33187103271484,16.0,18.175,1.0,True,0.10333187103271485,0.6366652043660481,3.0999561309814454
4_1651200_726750000_665600000,105.11676788330078,16.0,19.577,20.0,1.0,0.9,30.0,12_1651200_726750000_665600000,94.66241455078124,16.0,19.978,1.0,True,0.10511676788330078,0.6384501012166341,3.1535030364990235
8_1958400_726750000_665600000,95.9195671081543,16.0,21.029,21.0,1.0,0.9,30.0,8_729600_522750000_2133000000,83.8746566772461,16.0,20.964,2.0,True,0.0959195671081543,0.6292529004414876,2.877587013244629
12_2201600_318750000_2133000000,80.31347274780273,16.0,22.791,22.0,1.0,0.9,30.0,8_729600_522750000_2133000000,83.8746566772461,16.0,20.964,2.0,True,0.08031347274780273,0.6136468060811361,2.409404182434082
12_1036800_726750000_2133000000,50.1147689819336,16.0,23.975,23.0,2.0,0.9,30.0,8_1651200_522750000_2133000000,55.39355278015137,16.0,22.784,2.0,True,0.0501147689819336,0.5834481023152669,1.503443069458008
12_1036800_726750000_2133000000,50.1147689819336,16.0,23.975,24.0,2.0,0.9,30.0,12_1036800_726750000_2133000000,50.1147689819336,16.0,23.975,2.0,True,0.0501147689819336,0.5834481023152669,1.503443069458008
8_1651200_726750000_2133000000,46.47476768493652,16.0,25.174,25.0,3.0,0.9,30.0,12_1036800_726750000_2133000000,50.1147689819336,16.0,23.975,2.0,True,0.046474767684936524,0.5798081010182699,1.3942430305480957
12_1958400_522750000_3199000000,52.76372909545898,16.0,26.898,26.0,2.0,0.9,30.0,8_1651200_726750000_2133000000,46.47476768493652,16.0,25.174,3.0,True,0.052763729095458976,0.5860970624287923,1.5829118728637692
12_1958400_522750000_3199000000,52.76372909545898,16.0,26.898,27.0,2.0,0.9,30.0,8_1651200_726750000_2133000000,46.47476768493652,16.0,25.174,3.0,True,0.052763729095458976,0.5860970624287923,1.5829118728637692
12_1958400_522750000_3199000000,52.76372909545898,16.0,26.898,28.0,2.0,0.9,30.0,8_1651200_726750000_2133000000,46.47476768493652,16.0,25.174,3.0,True,0.052763729095458976,0.5860970624287923,1.5829118728637692
12_2201600_522750000_3199000000,51.19558525085449,16.0,29.008,29.0,2.0,0.9,30.0,8_1651200_726750000_2133000000,46.47476768493652,16.0,25.174,3.0,True,0.05119558525085449,0.5845289185841878,1.5358675575256346
12_2201600_522750000_3199000000,51.19558525085449,16.0,29.008,30.0,2.0,0.9,30.0,8_1651200_726750000_2133000000,46.47476768493652,16.0,25.174,3.0,True,0.05119558525085449,0.5845289185841878,1.5358675575256346
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,31.0,3.0,0.9,30.0,12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,3.0,True,0.04010158348083496,0.5734349168141682,1.2030475044250488
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,32.0,3.0,0.9,30.0,12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,3.0,True,0.04010158348083496,0.5734349168141682,1.2030475044250488
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,33.0,3.0,0.9,30.0,4_1958400_930750000_3199000000,59.738576889038086,16.0,32.391,4.0,True,0.04010158348083496,0.5734349168141682,1.2030475044250488
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,34.0,3.0,0.9,30.0,8_1958400_930750000_3199000000,33.303823471069336,16.0,33.394,4.0,True,0.04010158348083496,0.5734349168141682,1.2030475044250488
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,35.0,3.0,0.9,30.0,8_1958400_930750000_3199000000,33.303823471069336,16.0,33.394,4.0,True,0.04010158348083496,0.5734349168141682,1.2030475044250488
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,36.0,3.0,0.9,30.0,8_1958400_930750000_3199000000,33.303823471069336,16.0,33.394,4.0,True,0.04010158348083496,0.5734349168141682,1.2030475044250488
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,37.0,3.0,0.9,30.0,8_1958400_930750000_3199000000,33.303823471069336,16.0,33.394,4.0,True,0.04010158348083496,0.5734349168141682,1.2030475044250488
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,38.0,3.0,0.9,30.0,8_1958400_930750000_3199000000,33.303823471069336,16.0,33.394,4.0,True,0.04010158348083496,0.5734349168141682,1.2030475044250488
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,39.0,3.0,0.9,30.0,8_1958400_930750000_3199000000,33.303823471069336,16.0,33.394,4.0,True,0.04010158348083496,0.5734349168141682,1.2030475044250488
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,40.0,3.0,0.9,30.0,8_1958400_930750000_3199000000,33.303823471069336,16.0,33.394,4.0,True,0.04010158348083496,0.5734349168141682,1.2030475044250488
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,41.0,3.0,0.9,30.0,8_1958400_930750000_3199000000,33.303823471069336,16.0,33.394,4.0,True,0.04010158348083496,0.5734349168141682,1.2030475044250488
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,42.0,3.0,0.9,30.0,8_1958400_930750000_3199000000,33.303823471069336,16.0,33.394,4.0,True,0.04010158348083496,0.5734349168141682,1.2030475044250488
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,43.0,3.0,0.9,30.0,8_1958400_930750000_3199000000,33.303823471069336,16.0,33.394,4.0,True,0.04010158348083496,0.5734349168141682,1.2030475044250488
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,44.0,3.0,0.9,30.0,8_1958400_930750000_3199000000,33.303823471069336,16.0,33.394,4.0,True,0.04010158348083496,0.5734349168141682,1.2030475044250488
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,45.0,3.0,0.9,30.0,8_1958400_930750000_3199000000,33.303823471069336,16.0,33.394,4.0,True,0.04010158348083496,0.5734349168141682,1.2030475044250488
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,46.0,3.0,0.9,30.0,8_1958400_930750000_3199000000,33.303823471069336,16.0,33.394,4.0,True,0.04010158348083496,0.5734349168141682,1.2030475044250488
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,47.0,3.0,0.9,30.0,8_1958400_930750000_3199000000,33.303823471069336,16.0,33.394,4.0,True,0.04010158348083496,0.5734349168141682,1.2030475044250488
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,48.0,3.0,0.9,30.0,8_1958400_930750000_3199000000,33.303823471069336,16.0,33.394,4.0,True,0.04010158348083496,0.5734349168141682,1.2030475044250488
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,49.0,3.0,0.9,30.0,8_1958400_930750000_3199000000,33.303823471069336,16.0,33.394,4.0,True,0.04010158348083496,0.5734349168141682,1.2030475044250488
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,50.0,3.0,0.9,30.0,8_1958400_930750000_3199000000,33.303823471069336,16.0,33.394,4.0,True,0.04010158348083496,0.5734349168141682,1.2030475044250488
,,,,10.0,,1.0,30.0,,,,,,True,,,
,,,,11.0,,1.0,30.0,,,,,,True,,,
,,,,12.0,,1.0,30.0,,,,,,True,,,
,,,,13.0,,1.0,30.0,,,,,,True,,,
,,,,14.0,,1.0,30.0,,,,,,True,,,
,,,,15.0,,1.0,30.0,4_1036800_114750000_665600000,72.50836944580078,4.0,14.451,0.0,True,,,
12_1651200_114750000_665600000,69.83606338500977,4.0,15.252,16.0,0.0,1.0,30.0,12_1651200_114750000_665600000,28.95889568328857,1.0,15.252,0.0,True,0.06983606338500976,0.2031693967183431,2.095081901550293
4_1651200_318750000_665600000,39.49179267883301,4.0,17.46,17.0,0.0,1.0,30.0,8_729600_318750000_665600000,119.2564811706543,16.0,16.968,1.0,True,0.03949179267883301,0.17282512601216635,1.1847537803649903
4_1344000_522750000_665600000,120.72611236572266,16.0,18.162,18.0,1.0,1.0,30.0,4_1651200_318750000_665600000,115.1471824645996,16.0,17.47,1.0,True,0.12072611236572266,0.6540594456990559,3.62178337097168
12_1036800_522750000_665600000,103.33187103271484,16.0,18.175,19.0,1.0,1.0,30.0,12_1036800_522750000_665600000,103.33187103271484,16.0,18.175,1.0,True,0.10333187103271485,0.6366652043660481,3.0999561309814454
4_1651200_726750000_665600000,105.11676788330078,16.0,19.577,20.0,1.0,1.0,30.0,12_1651200_726750000_665600000,94.66241455078124,16.0,19.978,1.0,True,0.10511676788330078,0.6384501012166341,3.1535030364990235
8_1958400_726750000_665600000,95.9195671081543,16.0,21.029,21.0,1.0,1.0,30.0,8_729600_522750000_2133000000,83.8746566772461,16.0,20.964,2.0,True,0.0959195671081543,0.6292529004414876,2.877587013244629
12_2201600_318750000_2133000000,80.31347274780273,16.0,22.791,22.0,1.0,1.0,30.0,8_729600_522750000_2133000000,83.8746566772461,16.0,20.964,2.0,True,0.08031347274780273,0.6136468060811361,2.409404182434082
12_1036800_726750000_2133000000,50.1147689819336,16.0,23.975,23.0,2.0,1.0,30.0,8_1651200_522750000_2133000000,55.39355278015137,16.0,22.784,2.0,True,0.0501147689819336,0.5834481023152669,1.503443069458008
12_1036800_726750000_2133000000,50.1147689819336,16.0,23.975,24.0,2.0,1.0,30.0,12_1036800_726750000_2133000000,50.1147689819336,16.0,23.975,2.0,True,0.0501147689819336,0.5834481023152669,1.503443069458008
8_1651200_726750000_2133000000,46.47476768493652,16.0,25.174,25.0,3.0,1.0,30.0,12_1036800_726750000_2133000000,50.1147689819336,16.0,23.975,2.0,True,0.046474767684936524,0.5798081010182699,1.3942430305480957
12_1958400_522750000_3199000000,52.76372909545898,16.0,26.898,26.0,2.0,1.0,30.0,8_1651200_726750000_2133000000,46.47476768493652,16.0,25.174,3.0,True,0.052763729095458976,0.5860970624287923,1.5829118728637692
12_1958400_522750000_3199000000,52.76372909545898,16.0,26.898,27.0,2.0,1.0,30.0,8_1651200_726750000_2133000000,46.47476768493652,16.0,25.174,3.0,True,0.052763729095458976,0.5860970624287923,1.5829118728637692
12_1958400_522750000_3199000000,52.76372909545898,16.0,26.898,28.0,2.0,1.0,30.0,8_1651200_726750000_2133000000,46.47476768493652,16.0,25.174,3.0,True,0.052763729095458976,0.5860970624287923,1.5829118728637692
12_2201600_522750000_3199000000,51.19558525085449,16.0,29.008,29.0,2.0,1.0,30.0,8_1651200_726750000_2133000000,46.47476768493652,16.0,25.174,3.0,True,0.05119558525085449,0.5845289185841878,1.5358675575256346
12_2201600_522750000_3199000000,51.19558525085449,16.0,29.008,30.0,2.0,1.0,30.0,8_1651200_726750000_2133000000,46.47476768493652,16.0,25.174,3.0,True,0.05119558525085449,0.5845289185841878,1.5358675575256346
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,31.0,3.0,1.0,30.0,12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,3.0,True,0.04010158348083496,0.5734349168141682,1.2030475044250488
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,32.0,3.0,1.0,30.0,12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,3.0,True,0.04010158348083496,0.5734349168141682,1.2030475044250488
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,33.0,3.0,1.0,30.0,4_1958400_930750000_3199000000,59.738576889038086,16.0,32.391,4.0,True,0.04010158348083496,0.5734349168141682,1.2030475044250488
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,34.0,3.0,1.0,30.0,8_1958400_930750000_3199000000,33.303823471069336,16.0,33.394,4.0,True,0.04010158348083496,0.5734349168141682,1.2030475044250488
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,35.0,3.0,1.0,30.0,8_1958400_930750000_3199000000,33.303823471069336,16.0,33.394,4.0,True,0.04010158348083496,0.5734349168141682,1.2030475044250488
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,36.0,3.0,1.0,30.0,8_1958400_930750000_3199000000,33.303823471069336,16.0,33.394,4.0,True,0.04010158348083496,0.5734349168141682,1.2030475044250488
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,37.0,3.0,1.0,30.0,8_1958400_930750000_3199000000,33.303823471069336,16.0,33.394,4.0,True,0.04010158348083496,0.5734349168141682,1.2030475044250488
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,38.0,3.0,1.0,30.0,8_1958400_930750000_3199000000,33.303823471069336,16.0,33.394,4.0,True,0.04010158348083496,0.5734349168141682,1.2030475044250488
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,39.0,3.0,1.0,30.0,8_1958400_930750000_3199000000,33.303823471069336,16.0,33.394,4.0,True,0.04010158348083496,0.5734349168141682,1.2030475044250488
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,40.0,3.0,1.0,30.0,8_1958400_930750000_3199000000,33.303823471069336,16.0,33.394,4.0,True,0.04010158348083496,0.5734349168141682,1.2030475044250488
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,41.0,3.0,1.0,30.0,8_1958400_930750000_3199000000,33.303823471069336,16.0,33.394,4.0,True,0.04010158348083496,0.5734349168141682,1.2030475044250488
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,42.0,3.0,1.0,30.0,8_1958400_930750000_3199000000,33.303823471069336,16.0,33.394,4.0,True,0.04010158348083496,0.5734349168141682,1.2030475044250488
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,43.0,3.0,1.0,30.0,8_1958400_930750000_3199000000,33.303823471069336,16.0,33.394,4.0,True,0.04010158348083496,0.5734349168141682,1.2030475044250488
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,44.0,3.0,1.0,30.0,8_1958400_930750000_3199000000,33.303823471069336,16.0,33.394,4.0,True,0.04010158348083496,0.5734349168141682,1.2030475044250488
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,45.0,3.0,1.0,30.0,8_1958400_930750000_3199000000,33.303823471069336,16.0,33.394,4.0,True,0.04010158348083496,0.5734349168141682,1.2030475044250488
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,46.0,3.0,1.0,30.0,8_1958400_930750000_3199000000,33.303823471069336,16.0,33.394,4.0,True,0.04010158348083496,0.5734349168141682,1.2030475044250488
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,47.0,3.0,1.0,30.0,8_1958400_930750000_3199000000,33.303823471069336,16.0,33.394,4.0,True,0.04010158348083496,0.5734349168141682,1.2030475044250488
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,48.0,3.0,1.0,30.0,8_1958400_930750000_3199000000,33.303823471069336,16.0,33.394,4.0,True,0.04010158348083496,0.5734349168141682,1.2030475044250488
